Základní škola a mateřská škola Červená Voda,0.042245011776685715
Communauté de Communes de Châteaubriant Derval,0.008955873548984528
Tettye Forrásház Pécsi Városi Víziközmű Üzemeltetési Zártkörűen Működő Részvénytársaság,0.1307438164949417
Assistance publique hôpitaux de Paris,0.055107783526182175
Abwasserzweckverband Untere Hardt,0.08557930588722229
Ministarstvo financija Carinska uprava,0.001766751054674387
Gemeente Merksplas,0.03748709335923195
"Empresa Municipal de Promoció Social, Urbana i Econòmica de Cornellà, S. A (Procornellà)",0.00245950510725379
Simon kunta,0.029578540474176407
Oblastní nemocnice Kolín; a.s.; nemocnice Středočeského kraje,0.52953040599823
Ilmajoen kunta---Kurikan kaupunki---Seinäjoen kaupunki---Seinäjoen koulutuskuntayhtymä---Seinäjoen seurakunta,0.041696857661008835
Centre national interprofessionnel de l'économie laitière---NZO (De Nederlandse Zuivel Organisatie),0.05289021134376526
Office de la Naissance et de l'Enfance,0.12327734380960464
"Vodne usluge d.o.o., Bjelovar---komunalac d.o.o.",0.03275610879063606
"Spitalul Clinic de Urgență pentru Copii „Grigore Alexandrescu""",0.19799327850341797
"Enmedia Aleksandra Adamska - Pełnomocnik zamawiających---Gmina Nowa Karczma, ---Zakład Usług Komunalnych w Rakoniewicach sp. z o.o., ---Zakład Usług Wodnych Sp. z o.o. w Koninie---Zakład Usług Wodnych we Wschowie Sp. z o.o.   ",0.004834285471588373
Karolina Kórház-Rendelőintézet,0.11737129837274551
Communauté de communes Les Sorgues du Comtat,0.007280093617737293
Politechnika Warszawska Wydział Geodezji i Kartografii ,0.002256582025438547
Česká republika - Ministerstvo kultury,0.008377398364245892
Azienda ospedale-università Padova,0.17747250199317932
Gmina Chojnów,0.3481025993824005
"Freie Hansestadt Bremen (Stadtgemeinde), Sonstiges Sondervermögen Hafen vertreten durch die Senatorin für Wissenschaft und Häfen, diese vertreten durch die bremenports GmbH &Co. KG",0.03308619558811188
Landsnet hf.,0.08666577935218811
Fraunhofer MEVIS Institut für Digitale Medizin,0.0043342215940356255
Ayuntamiento de Oropesa del Mar (Castellón),0.10468889027833939
Stadt Reinbek vertreten durch die Gebäudemanagement Schleswig-Holstein AöR,0.060146037489175797
Stadt Kempten,0.01906723529100418
Wigierski Park Narodowy,0.0207007247954607
"TGSS, Unidad de Contratación de la Subdirección General de Patrimonio y Contratación",0.06467490643262863
Zdravotnická záchranná služba Jihočeského,0.8725170493125916
Bizob,0.058176297694444656
Śląsko-Dąbrowska Spółka Mieszkaniowa Sp. z o.o.,0.06545355170965195
Eigenbetrieb Kommunalservice Panketal---Wasser- und Abwasserzweckverband Ahrensfelde/Eiche,0.019526271149516106
Viešoji įstaiga Visagino ligoninė,0.5181763172149658
AB Svenska Spel,0.004753182642161846
DDFIP des Hauts-de-Seine,0.03573175147175789
Министерство на вътрешните работи за получаване на оферти: пл. „Света Неделя” № 6,0.1873650699853897
Pleno del Ayuntamiento de Siero,0.03095778077840805
Norra Västmanlands kommulteknikförbund,0.06630105525255203
"Centralna tehniška knjižnica Univerze v Ljubljani---Fakulteta za zdravstvo Angele Boškin---Gozdarski inštitut Slovenije---Institut Jožef Stefan v angl.jeziku: Jožef Stefan Institute, Ljubljana, Slovenia---Kemijski inštitut---Nacionalni inštitut za biologijo National Institute of Biology---Onkološki inštitut Ljubljana---Splošna bolnišnica Celje---Univerza na Primorskem Universita del Litorale---Univerza v Ljubljani---Univerza v Mariboru Univerzitetna knjižnica Maribor---Univerzitetni klinični center Maribor",0.025709278881549835
Comune di Castelfranco di Sotto---Comune di Montopoli in Val d'Arno---Comune di San Miniato---Società della Salute Empolese Valdarno Valdelsa,0.01653512381017208
Office Equipement Hydraulique de Corse,0.018986675888299942
Päästeamet,0.2202700674533844
Wiener Wohnen Hausbetreuung GmbH,0.04533033445477486
Swiss Agency for Development and Cooperation SDC Western Balkan Division / Eastern Cooperation,0.0016659458633512259
"Comunidad Autónoma de la Región de Murcia – Consejería de Economía, Hacienda y Administración Digital. Dirección General de Patrimonio.",0.00599444517865777
Nursing and Midwifery Council,0.14969541132450104
Regione Toscana - Soggetto Aggregatore -Settore Contratti,0.014292581006884575
Raadi Sihtasutus,0.1348045915365219
Gemeinde Bichlbach,0.010534587316215038
Technische Universität Braunschweig – Gauß-IT-Zentrum,0.012125755660235882
Gemeinde Dorfchemnitz---Gemeinde Neuhausen---Gemeinde Rechenberg-Bienenmühle,0.0018638960318639874
Териториално поделение „Държавно ловно стопанство Чепино“,0.8121287822723389
Etelä-Savon sosiaali- ja terveyspalvelujen kuntayhtymä---Itä-Savon sairaanhoitopiirin kuntayhtymä,0.20783904194831848
FEDERAZIONE ITALIANA TAEKWONDO,0.008749114349484444
Résidences sociales de France,0.009631342254579067
CA Grand Paris sud Seine-Essonne-Sénart,0.01934906467795372
FRES – Foundation Rural Energy Services,0.004738751333206892
Obec Udiča,0.1665201336145401
Gmina Miasta Gdyni---Okręgowe Przedsiębiorstwo Energetyki Cieplnej Sp. z o.o.---Przedsiębiorstwo Wodociągów i Kanalizacji Sp. z o.o.,0.005082167685031891
Azienda sanitaria locale TO 3 - Regione Piemonte,0.010623262263834476
Javno podjetje Kraški vodovod Sežana d.o.o.,0.029195597395300865
miomct / gn / dggn / cagn - le Blanc /,0.017674459144473076
"Delegación Territorial de Regeneración, Justicia y Administración Local en Córdoba",0.01307536382228136
Communauté d'agglomération ACCM,0.0018693681340664625
WGA Verzekering Eigenrisicodragerschap Provincie Flevoland,0.011825010180473328
commune d orcieres,0.15751343965530396
Transports publics de la région lausannoise sa/ Groupement sdi/Géoconseils,0.029318640008568764
CITTA' METROPOLITANA DI NAPOLI,0.004299626685678959
"Biotechnologický ústav AV ČR, v. v. i.---Univerzita Karlova ---Ústav molekulární genetiky AV ČR, v. v. i",0.020791688933968544
Aspire Housing Ltd,0.051916610449552536
Landkreis Wartburgkreis,0.010409706272184849
Państwowe Gospodarstwo Leśne Lasy Państwowe Nadleśnictwo Jastrowie,0.12251073867082596
KommunalBau Chemnitz GmbH (KBC),0.008088534697890282
Opera nazionale di assistenza per il personale del Corpo nazionale dei Vigili del Fuoco,0.7195056080818176
